Route,Airline,Manufacturer,Distance,DestState,DestLong,DestAirport,DestLat,OriginLong,OriginAirport,OriginState,OriginLat,Flights,DestCity,OriginCity
BDL-BNA,Southwest Airlines Co.,BOEING,852,CT,-72.6832275391,Bradley International,41.938873291,-86.6781845093,Nashville International,TN,36.1244773865,720,Windsor Locks,Nashville
BDL-BNA,Southwest Airlines Co.,CESSNA,852,CT,-72.6832275391,Bradley International,41.938873291,-86.6781845093,Nashville International,TN,36.1244773865,1,Windsor Locks,Nashville
DFW-MSP,Northwest Airlines Inc.,AIRBUS,852,MN,-93.2169189453,Minneapolis-St Paul Intl,44.8805465698,-97.0372009277,Dallas-Fort Worth International,TX,32.8959503174,1316,Minneapolis,Dallas-Fort Worth
DFW-MSP,American Airlines Inc.,MCDONNELL DOUGLAS,852,MN,-93.2169189453,Minneapolis-St Paul Intl,44.8805465698,-97.0372009277,Dallas-Fort Worth International,TX,32.8959503174,2068,Minneapolis,Dallas-Fort Worth
ALB-ATL,Atlantic Southeast Airlines,BOMBARDIER INC,852,GA,-84.426940918,William B Hartsfield-Atlanta Intl,33.6404457092,-73.8029785156,Albany Cty,NY,42.7481193542,2218,Atlanta,Albany
DFW-MSP,American Airlines Inc.,PIPER,852,MN,-93.2169189453,Minneapolis-St Paul Intl,44.8805465698,-97.0372009277,Dallas-Fort Worth International,TX,32.8959503174,9,Minneapolis,Dallas-Fort Worth
DFW-MSP,American Airlines Inc.,BEECH,852,MN,-93.2169189453,Minneapolis-St Paul Intl,44.8805465698,-97.0372009277,Dallas-Fort Worth International,TX,32.8959503174,44,Minneapolis,Dallas-Fort Worth
DFW-MSP,American Airlines Inc.,CESSNA,852,MN,-93.2169189453,Minneapolis-St Paul Intl,44.8805465698,-97.0372009277,Dallas-Fort Worth International,TX,32.8959503174,34,Minneapolis,Dallas-Fort Worth
DEN-PSC,Skywest Airlines Inc.,CANADAIR,853,WA,-119.119026184,Tri-Cities,46.2646789551,-104.666999817,Denver Intl,CO,39.8584098816,42,Pasco,Denver
DEN-PSC,Skywest Airlines Inc.,BOMBARDIER INC,853,WA,-119.119026184,Tri-Cities,46.2646789551,-104.666999817,Denver Intl,CO,39.8584098816,1837,Pasco,Denver
IAH-MCO,Expressjet Airlines Inc.,EMBRAER,853,FL,-81.3160247803,Orlando International,28.4288883209,-95.3397216797,George Bush Intercontinental,TX,29.9804725647,368,Orlando,Houston
DEN-SAN,United Air Lines Inc.,BOEING,853,CA,-117.189659119,San Diego International-Lindbergh,32.7335548401,-104.666999817,Denver Intl,CO,39.8584098816,2538,San Diego,Denver
IAH-MCO,Continental Air Lines Inc.,BOEING,853,TX,-95.3397216797,George Bush Intercontinental,29.9804725647,-81.3160247803,Orlando International,FL,28.4288883209,4462,Houston,Orlando
DEN-SAN,Frontier Airlines Inc.,AIRBUS,853,CA,-117.189659119,San Diego International-Lindbergh,32.7335548401,-104.666999817,Denver Intl,CO,39.8584098816,4195,San Diego,Denver
DEN-SAN,Southwest Airlines Co.,CESSNA,853,CA,-117.189659119,San Diego International-Lindbergh,32.7335548401,-104.666999817,Denver Intl,CO,39.8584098816,5,San Diego,Denver
DEN-SAN,Southwest Airlines Co.,BOEING,853,CO,-104.666999817,Denver Intl,39.8584098816,-117.189659119,San Diego International-Lindbergh,CA,32.7335548401,2533,Denver,San Diego
DFW-MKE,American Eagle Airlines Inc.,EMBRAER,853,TX,-97.0372009277,Dallas-Fort Worth International,32.8959503174,-87.8965835571,General Mitchell International,WI,42.9472236633,1091,Dallas-Fort Worth,Milwaukee
DEN-SAN,United Air Lines Inc.,AIRBUS,853,CA,-117.189659119,San Diego International-Lindbergh,32.7335548401,-104.666999817,Denver Intl,CO,39.8584098816,1198,San Diego,Denver
MFR-PHX,Mesa Airlines Inc.,CANADAIR,854,OR,-122.873497009,Rogue Valley International,42.3742294312,-112.008056641,Phoenix Sky Harbor International,AZ,33.4341659546,126,Medford,Phoenix
MFR-PHX,Mesa Airlines Inc.,BOMBARDIER INC,854,OR,-122.873497009,Rogue Valley International,42.3742294312,-112.008056641,Phoenix Sky Harbor International,AZ,33.4341659546,481,Medford,Phoenix
DCA-PBI,US Airways Inc.,AIRBUS,857,VA,-77.0377197266,Ronald Reagan Washington National,38.8520851135,-80.0955963135,Palm Beach International,FL,26.6831626892,675,Arlington,West Palm Beach
DCA-PBI,US Airways Inc.,BOEING,857,FL,-80.0955963135,Palm Beach International,26.6831626892,-77.0377197266,Ronald Reagan Washington National,VA,38.8520851135,1127,West Palm Beach,Arlington
PDX-SNA,Alaska Airlines Inc.,BOEING,859,CA,-117.868225098,John Wayne /Orange Co,33.6756591797,-122.597503662,Portland Intl,OR,45.588722229,2713,Santa Ana,Portland
ATL-BDL,Atlantic Southeast Airlines,BOMBARDIER INC,859,CT,-72.6832275391,Bradley International,41.938873291,-84.426940918,William B Hartsfield-Atlanta Intl,GA,33.6404457092,11,Windsor Locks,Atlanta
IAD-PBI,JetBlue Airways,AIRBUS,859,FL,-80.0955963135,Palm Beach International,26.6831626892,-77.4558105469,Washington Dulles International,VA,38.9445304871,26,West Palm Beach,Chantilly
DFW-FWA,American Eagle Airlines Inc.,EMBRAER,859,IN,-85.1951446533,Fort Wayne International,40.9784660339,-97.0372009277,Dallas-Fort Worth International,TX,32.8959503174,982,Fort Wayne,Dallas-Fort Worth
ATL-BDL,Comair Inc.,BOMBARDIER INC,859,CT,-72.6832275391,Bradley International,41.938873291,-84.426940918,William B Hartsfield-Atlanta Intl,GA,33.6404457092,2,Windsor Locks,Atlanta
ATL-BDL,Delta Air Lines Inc.,BOEING,859,GA,-84.426940918,William B Hartsfield-Atlanta Intl,33.6404457092,-72.6832275391,Bradley International,CT,41.938873291,1227,Atlanta,Windsor Locks
ATL-BDL,Delta Air Lines Inc.,MCDONNELL DOUGLAS,859,CT,-72.6832275391,Bradley International,41.938873291,-84.426940918,William B Hartsfield-Atlanta Intl,GA,33.6404457092,3018,Windsor Locks,Atlanta
CAK-MCO,AirTran Airways Corporation,BOEING,860,FL,-81.3160247803,Orlando International,28.4288883209,-81.4424667358,Akron-Canton Regional,OH,40.9163131714,742,Orlando,Akron
DCA-JAN,Atlantic Southeast Airlines,BOMBARDIER INC,860,MS,-90.0758895874,Jackson International,32.311164856,-77.0377197266,Ronald Reagan Washington National,VA,38.8520851135,89,Jackson,Arlington
DCA-JAN,Atlantic Southeast Airlines,CANADAIR,860,MS,-90.0758895874,Jackson International,32.311164856,-77.0377197266,Ronald Reagan Washington National,VA,38.8520851135,9,Jackson,Arlington
DCA-JAN,Comair Inc.,BOMBARDIER INC,860,MS,-90.0758895874,Jackson International,32.311164856,-77.0377197266,Ronald Reagan Washington National,VA,38.8520851135,271,Jackson,Arlington
DCA-JAN,Comair Inc.,CANADAIR,860,MS,-90.0758895874,Jackson International,32.311164856,-77.0377197266,Ronald Reagan Washington National,VA,38.8520851135,209,Jackson,Arlington
MEM-MIA,Northwest Airlines Inc.,MCDONNELL DOUGLAS,860,FL,-80.2905578613,Miami International,25.7932491302,-89.9766693115,Memphis International,TN,35.0424156189,1,Miami,Memphis
MEM-MIA,Northwest Airlines Inc.,AIRBUS,860,FL,-80.2905578613,Miami International,25.7932491302,-89.9766693115,Memphis International,TN,35.0424156189,837,Miami,Memphis
MEM-MIA,American Eagle Airlines Inc.,EMBRAER,860,TN,-89.9766693115,Memphis International,35.0424156189,-80.2905578613,Miami International,FL,25.7932491302,535,Memphis,Miami
BOS-MKE,AirTran Airways Corporation,BOEING,860,WI,-87.8965835571,General Mitchell International,42.9472236633,-71.0051803589,Gen Edw L Logan Intl,MA,42.3643493652,417,Milwaukee,Boston
DEN-IAH,United Air Lines Inc.,BOEING,861,TX,-95.3397216797,George Bush Intercontinental,29.9804725647,-104.666999817,Denver Intl,CO,39.8584098816,1401,Houston,Denver
DEN-IAH,Skywest Airlines Inc.,BOMBARDIER INC,861,CO,-104.666999817,Denver Intl,39.8584098816,-95.3397216797,George Bush Intercontinental,TX,29.9804725647,671,Denver,Houston
DEN-IAH,United Air Lines Inc.,AIRBUS,861,TX,-95.3397216797,George Bush Intercontinental,29.9804725647,-104.666999817,Denver Intl,CO,39.8584098816,816,Houston,Denver
DEN-IAH,Expressjet Airlines Inc.,EMBRAER,861,TX,-95.3397216797,George Bush Intercontinental,29.9804725647,-104.666999817,Denver Intl,CO,39.8584098816,1,Houston,Denver
DAY-DFW,American Airlines Inc.,BEECH,861,OH,-84.2193756104,James M Cox Dayton Intl,39.9023742676,-97.0372009277,Dallas-Fort Worth International,TX,32.8959503174,22,Dayton,Dallas-Fort Worth
DAY-DFW,American Airlines Inc.,CESSNA,861,OH,-84.2193756104,James M Cox Dayton Intl,39.9023742676,-97.0372009277,Dallas-Fort Worth International,TX,32.8959503174,13,Dayton,Dallas-Fort Worth
DAY-DFW,American Airlines Inc.,MCDONNELL DOUGLAS,861,TX,-97.0372009277,Dallas-Fort Worth International,32.8959503174,-84.2193756104,James M Cox Dayton Intl,OH,39.9023742676,1270,Dallas-Fort Worth,Dayton
DEN-IAH,Continental Air Lines Inc.,BOEING,861,TX,-95.3397216797,George Bush Intercontinental,29.9804725647,-104.666999817,Denver Intl,CO,39.8584098816,4517,Houston,Denver
DAY-DFW,American Airlines Inc.,PIPER,861,OH,-84.2193756104,James M Cox Dayton Intl,39.9023742676,-97.0372009277,Dallas-Fort Worth International,TX,32.8959503174,14,Dayton,Dallas-Fort Worth
BOS-MDW,AirTran Airways Corporation,BOEING,861,MA,-71.0051803589,Gen Edw L Logan Intl,42.3643493652,-87.7524261475,Chicago Midway,IL,41.7859840393,689,Boston,Chicago
IAH-RSW,Continental Air Lines Inc.,BOEING,861,TX,-95.3397216797,George Bush Intercontinental,29.9804725647,-81.7551651001,Southwest Florida International,FL,26.5361671448,1242,Houston,Ft. Myers
IAH-RSW,Expressjet Airlines Inc.,EMBRAER,861,TX,-95.3397216797,George Bush Intercontinental,29.9804725647,-81.7551651001,Southwest Florida International,FL,26.5361671448,818,Houston,Ft. Myers
DEN-IAH,Mesa Airlines Inc.,BOMBARDIER INC,861,CO,-104.666999817,Denver Intl,39.8584098816,-95.3397216797,George Bush Intercontinental,TX,29.9804725647,55,Denver,Houston
DEN-IAH,Frontier Airlines Inc.,AIRBUS,861,TX,-95.3397216797,George Bush Intercontinental,29.9804725647,-104.666999817,Denver Intl,CO,39.8584098816,1689,Houston,Denver
MCO-PHL,Southwest Airlines Co.,BEECH,861,PA,-75.2411422729,Philadelphia Intl,39.8719520569,-81.3160247803,Orlando International,FL,28.4288883209,1,Philadelphia,Orlando
MCO-PHL,Southwest Airlines Co.,BOEING,861,PA,-75.2411422729,Philadelphia Intl,39.8719520569,-81.3160247803,Orlando International,FL,28.4288883209,5245,Philadelphia,Orlando
MCO-PHL,Southwest Airlines Co.,CESSNA,861,PA,-75.2411422729,Philadelphia Intl,39.8719520569,-81.3160247803,Orlando International,FL,28.4288883209,9,Philadelphia,Orlando
MCO-PHL,US Airways Inc.,BOEING,861,PA,-75.2411422729,Philadelphia Intl,39.8719520569,-81.3160247803,Orlando International,FL,28.4288883209,4378,Philadelphia,Orlando
MCO-PHL,US Airways Inc.,AIRBUS,861,PA,-75.2411422729,Philadelphia Intl,39.8719520569,-81.3160247803,Orlando International,FL,28.4288883209,998,Philadelphia,Orlando
MCO-PHL,AirTran Airways Corporation,BOEING,861,FL,-81.3160247803,Orlando International,28.4288883209,-75.2411422729,Philadelphia Intl,PA,39.8719520569,3233,Orlando,Philadelphia
DEN-LAX,United Air Lines Inc.,BOEING,862,CO,-104.666999817,Denver Intl,39.8584098816,-118.408073425,Los Angeles International,CA,33.9425354004,5750,Denver,Los Angeles
DEN-LAX,United Air Lines Inc.,AIRBUS,862,CA,-118.408073425,Los Angeles International,33.9425354004,-104.666999817,Denver Intl,CO,39.8584098816,1307,Los Angeles,Denver
DEN-LAX,Southwest Airlines Co.,CESSNA,862,CA,-118.408073425,Los Angeles International,33.9425354004,-104.666999817,Denver Intl,CO,39.8584098816,1,Los Angeles,Denver
DEN-LAX,Southwest Airlines Co.,BOEING,862,CA,-118.408073425,Los Angeles International,33.9425354004,-104.666999817,Denver Intl,CO,39.8584098816,2315,Los Angeles,Denver
DEN-LAX,Skywest Airlines Inc.,BOMBARDIER INC,862,CO,-104.666999817,Denver Intl,39.8584098816,-118.408073425,Los Angeles International,CA,33.9425354004,8,Denver,Los Angeles
DEN-LAX,American Airlines Inc.,BEECH,862,CO,-104.666999817,Denver Intl,39.8584098816,-118.408073425,Los Angeles International,CA,33.9425354004,13,Denver,Los Angeles
DEN-LAX,American Airlines Inc.,MCDONNELL DOUGLAS,862,CO,-104.666999817,Denver Intl,39.8584098816,-118.408073425,Los Angeles International,CA,33.9425354004,1171,Denver,Los Angeles
DEN-LAX,American Airlines Inc.,PIPER,862,CA,-118.408073425,Los Angeles International,33.9425354004,-104.666999817,Denver Intl,CO,39.8584098816,4,Los Angeles,Denver
DEN-LAX,American Airlines Inc.,CESSNA,862,CO,-104.666999817,Denver Intl,39.8584098816,-118.408073425,Los Angeles International,CA,33.9425354004,21,Denver,Los Angeles
DEN-LAX,Expressjet Airlines Inc.,EMBRAER,862,CA,-118.408073425,Los Angeles International,33.9425354004,-104.666999817,Denver Intl,CO,39.8584098816,1483,Los Angeles,Denver
DEN-LAX,Frontier Airlines Inc.,AIRBUS,862,CA,-118.408073425,Los Angeles International,33.9425354004,-104.666999817,Denver Intl,CO,39.8584098816,4430,Los Angeles,Denver
DFW-GSP,American Eagle Airlines Inc.,EMBRAER,862,TX,-97.0372009277,Dallas-Fort Worth International,32.8959503174,-82.2188568115,Greenville-Spartanburg,SC,34.8956680298,2057,Dallas-Fort Worth,Greer
JAX-ORD,United Air Lines Inc.,AIRBUS,865,IL,-87.9044647217,Chicago O'Hare International,41.9795951843,-81.6878585815,Jacksonville International,FL,30.4940547943,615,Chicago,Jacksonville
JAX-ORD,United Air Lines Inc.,BOEING,865,IL,-87.9044647217,Chicago O'Hare International,41.9795951843,-81.6878585815,Jacksonville International,FL,30.4940547943,882,Chicago,Jacksonville
JAX-ORD,Mesa Airlines Inc.,BOMBARDIER INC,865,FL,-81.6878585815,Jacksonville International,30.4940547943,-87.9044647217,Chicago O'Hare International,IL,41.9795951843,405,Jacksonville,Chicago
JAX-ORD,American Eagle Airlines Inc.,EMBRAER,865,FL,-81.6878585815,Jacksonville International,30.4940547943,-87.9044647217,Chicago O'Hare International,IL,41.9795951843,1076,Jacksonville,Chicago
FAR-SLC,Skywest Airlines Inc.,CANADAIR,865,ND,-96.8149871826,Hector International,46.9193496704,-111.977775574,Salt Lake City Intl,UT,40.7883872986,22,Fargo,Salt Lake City
FAR-SLC,Skywest Airlines Inc.,BOMBARDIER INC,865,UT,-111.977775574,Salt Lake City Intl,40.7883872986,-96.8149871826,Hector International,ND,46.9193496704,168,Salt Lake City,Fargo
JAX-ORD,Mesa Airlines Inc.,CANADAIR,865,IL,-87.9044647217,Chicago O'Hare International,41.9795951843,-81.6878585815,Jacksonville International,FL,30.4940547943,3,Chicago,Jacksonville
LAS-SEA,US Airways Inc.,BOEING,866,WA,-122.309310913,Seattle-Tacoma Intl,47.4489822388,-115.152336121,McCarran International,NV,36.0803604126,687,Seattle,Las Vegas
LAS-SEA,Southwest Airlines Co.,BOEING,866,WA,-122.309310913,Seattle-Tacoma Intl,47.4489822388,-115.152336121,McCarran International,NV,36.0803604126,2746,Seattle,Las Vegas
LAS-SEA,Southwest Airlines Co.,BEECH,866,NV,-115.152336121,McCarran International,36.0803604126,-122.309310913,Seattle-Tacoma Intl,WA,47.4489822388,1,Las Vegas,Seattle
ABQ-SMF,Expressjet Airlines Inc.,EMBRAER,866,CA,-121.590766907,Sacramento International,38.6954231262,-106.609191895,Albuquerque International,NM,35.040222168,930,Sacramento,Albuquerque
BHM-LGA,Comair Inc.,CANADAIR,866,NY,-73.8726119995,LaGuardia,40.7772445679,-86.7535476685,Birmingham International,AL,33.5629425049,544,New York,Birmingham
LAS-SEA,Alaska Airlines Inc.,MCDONNELL DOUGLAS,866,WA,-122.309310913,Seattle-Tacoma Intl,47.4489822388,-115.152336121,McCarran International,NV,36.0803604126,395,Seattle,Las Vegas
LAS-SEA,Alaska Airlines Inc.,BOEING,866,NV,-115.152336121,McCarran International,36.0803604126,-122.309310913,Seattle-Tacoma Intl,WA,47.4489822388,4772,Las Vegas,Seattle
LAS-SEA,Southwest Airlines Co.,CESSNA,866,WA,-122.309310913,Seattle-Tacoma Intl,47.4489822388,-115.152336121,McCarran International,NV,36.0803604126,9,Seattle,Las Vegas
LAS-SEA,US Airways Inc.,AIRBUS,866,WA,-122.309310913,Seattle-Tacoma Intl,47.4489822388,-115.152336121,McCarran International,NV,36.0803604126,1281,Seattle,Las Vegas
BHM-LGA,Comair Inc.,BOMBARDIER INC,866,AL,-86.7535476685,Birmingham International,33.5629425049,-73.8726119995,LaGuardia,NY,40.7772445679,730,Birmingham,New York
OKC-SLC,Expressjet Airlines Inc.,EMBRAER,866,OK,-97.600730896,Will Rogers World,35.3930892944,-111.977775574,Salt Lake City Intl,UT,40.7883872986,835,Oklahoma City,Salt Lake City
BHM-JFK,Comair Inc.,BOMBARDIER INC,866,NY,-73.7789230347,John F Kennedy Intl,40.6397514343,-86.7535476685,Birmingham International,AL,33.5629425049,1,New York,Birmingham
BHM-LGA,Atlantic Southeast Airlines,BOMBARDIER INC,866,AL,-86.7535476685,Birmingham International,33.5629425049,-73.8726119995,LaGuardia,NY,40.7772445679,55,Birmingham,New York
BHM-LGA,Atlantic Southeast Airlines,CANADAIR,866,AL,-86.7535476685,Birmingham International,33.5629425049,-73.8726119995,LaGuardia,NY,40.7772445679,6,Birmingham,New York
OKC-SLC,Skywest Airlines Inc.,CANADAIR,866,OK,-97.600730896,Will Rogers World,35.3930892944,-111.977775574,Salt Lake City Intl,UT,40.7883872986,115,Oklahoma City,Salt Lake City
OKC-SLC,Skywest Airlines Inc.,BOMBARDIER INC,866,OK,-97.600730896,Will Rogers World,35.3930892944,-111.977775574,Salt Lake City Intl,UT,40.7883872986,529,Oklahoma City,Salt Lake City
BOS-ORD,United Air Lines Inc.,BOEING,867,MA,-71.0051803589,Gen Edw L Logan Intl,42.3643493652,-87.9044647217,Chicago O'Hare International,IL,41.9795951843,4065,Boston,Chicago
BOS-ORD,United Air Lines Inc.,AIRBUS,867,MA,-71.0051803589,Gen Edw L Logan Intl,42.3643493652,-87.9044647217,Chicago O'Hare International,IL,41.9795951843,2489,Boston,Chicago
BOS-ORD,JetBlue Airways,EMBRAER,867,MA,-71.0051803589,Gen Edw L Logan Intl,42.3643493652,-87.9044647217,Chicago O'Hare International,IL,41.9795951843,443,Boston,Chicago
BOS-ORD,American Airlines Inc.,PIPER,867,IL,-87.9044647217,Chicago O'Hare International,41.9795951843,-71.0051803589,Gen Edw L Logan Intl,MA,42.3643493652,23,Chicago,Boston
BOS-ORD,American Airlines Inc.,BOEING,867,IL,-87.9044647217,Chicago O'Hare International,41.9795951843,-71.0051803589,Gen Edw L Logan Intl,MA,42.3643493652,107,Chicago,Boston
BOS-ORD,American Airlines Inc.,CESSNA,867,MA,-71.0051803589,Gen Edw L Logan Intl,42.3643493652,-87.9044647217,Chicago O'Hare International,IL,41.9795951843,66,Boston,Chicago
BOS-ORD,American Airlines Inc.,BEECH,867,MA,-71.0051803589,Gen Edw L Logan Intl,42.3643493652,-87.9044647217,Chicago O'Hare International,IL,41.9795951843,68,Boston,Chicago
BOS-ORD,American Airlines Inc.,MCDONNELL DOUGLAS,867,MA,-71.0051803589,Gen Edw L Logan Intl,42.3643493652,-87.9044647217,Chicago O'Hare International,IL,41.9795951843,3671,Boston,Chicago
DFW-PHX,US Airways Inc.,AIRBUS,868,AZ,-112.008056641,Phoenix Sky Harbor International,33.4341659546,-97.0372009277,Dallas-Fort Worth International,TX,32.8959503174,1441,Phoenix,Dallas-Fort Worth
DFW-PHX,Mesa Airlines Inc.,BOMBARDIER INC,868,TX,-97.0372009277,Dallas-Fort Worth International,32.8959503174,-112.008056641,Phoenix Sky Harbor International,AZ,33.4341659546,18,Dallas-Fort Worth,Phoenix
DFW-PHX,American Airlines Inc.,PIPER,868,TX,-97.0372009277,Dallas-Fort Worth International,32.8959503174,-112.008056641,Phoenix Sky Harbor International,AZ,33.4341659546,28,Dallas-Fort Worth,Phoenix
DFW-PHX,American Airlines Inc.,MCDONNELL DOUGLAS,868,AZ,-112.008056641,Phoenix Sky Harbor International,33.4341659546,-97.0372009277,Dallas-Fort Worth International,TX,32.8959503174,4128,Phoenix,Dallas-Fort Worth
DFW-PHX,American Airlines Inc.,CESSNA,868,AZ,-112.008056641,Phoenix Sky Harbor International,33.4341659546,-97.0372009277,Dallas-Fort Worth International,TX,32.8959503174,54,Phoenix,Dallas-Fort Worth
RDU-XNA,American Eagle Airlines Inc.,EMBRAER,868,NC,-78.7874755859,Raleigh-Durham International,35.8776397705,-94.3068084717,Northwest Arkansas Regional,AR,36.281867981,203,Raleigh,Fayetteville/Springdale/Rogers
DFW-PHX,US Airways Inc.,BOEING,868,TX,-97.0372009277,Dallas-Fort Worth International,32.8959503174,-112.008056641,Phoenix Sky Harbor International,AZ,33.4341659546,2125,Dallas-Fort Worth,Phoenix
DFW-PHX,American Airlines Inc.,BEECH,868,TX,-97.0372009277,Dallas-Fort Worth International,32.8959503174,-112.008056641,Phoenix Sky Harbor International,AZ,33.4341659546,57,Dallas-Fort Worth,Phoenix
STL-TPA,American Airlines Inc.,BEECH,869,FL,-82.5332489014,Tampa International,27.9754714966,-90.359992981,Lambert-St Louis International,MO,38.7476882935,13,Tampa,St Louis
STL-TPA,American Airlines Inc.,PIPER,869,FL,-82.5332489014,Tampa International,27.9754714966,-90.359992981,Lambert-St Louis International,MO,38.7476882935,1,Tampa,St Louis
